ID,Keyword,Podcast Name,Host Name,Channel Description,Episode Title,Audio URL,Image URL
kinh_te_tai_chinh_77d546d9,kinh tế tài chính,Truyền Hình Invest TV - Kênh Thông Tin Tài Chính Kinh Tế Bất Động Sản,truyenhinhinvesttv,"Truyền Hình Invest TV - Kênh Thông Tin Tài Chính Kinh Tế Bất Động Sản  Truyền hình Invest TV là kênh truyền hình chuyên biệt tại Việt Nam về lĩnh vực đầu tư, kinh tế và những vấn đề kinh tế xã hội, cung cấp đến các nhà đầu tư, các doanh nhân, các nhà quản lý và đông đảo công chúng trong và ngoài nước những thông tin thuộc các lĩnh vực: Đầu tư, Tài chính, Nguồn nhân lực, thị trường Bất động sản, thị trường chứng khoán, thị trường hàng hóa, những diễn biến của thị trường trong và ngoài nước...   Xem chi tiết tại : https://invest.com.vn/",Thế giới phẳng (phần 3) kết - Thomas Friedman,https://anchor.fm/s/5f0cbffc/podcast/play/53462855/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-5-14%2Fa6361c05-1e5e-6da1-198a-7f2213f7e21a.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/ee/32/c6/ee32c6d7-d698-1d45-3b10-967e38230934/mza_11664514623990333462.jpg/600x600bb.jpg
kinh_te_tai_chinh_90524bc8,kinh tế tài chính,Truyền Hình Invest TV - Kênh Thông Tin Tài Chính Kinh Tế Bất Động Sản,truyenhinhinvesttv,"Truyền Hình Invest TV - Kênh Thông Tin Tài Chính Kinh Tế Bất Động Sản  Truyền hình Invest TV là kênh truyền hình chuyên biệt tại Việt Nam về lĩnh vực đầu tư, kinh tế và những vấn đề kinh tế xã hội, cung cấp đến các nhà đầu tư, các doanh nhân, các nhà quản lý và đông đảo công chúng trong và ngoài nước những thông tin thuộc các lĩnh vực: Đầu tư, Tài chính, Nguồn nhân lực, thị trường Bất động sản, thị trường chứng khoán, thị trường hàng hóa, những diễn biến của thị trường trong và ngoài nước...   Xem chi tiết tại : https://invest.com.vn/",Thế giới phẳng (phần 2) - Thomas Friedman,https://anchor.fm/s/5f0cbffc/podcast/play/53462836/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2022-5-14%2Fd80eb08b-628a-d93d-d7f1-c8d1fb0da388.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/ee/32/c6/ee32c6d7-d698-1d45-3b10-967e38230934/mza_11664514623990333462.jpg/600x600bb.jpg
kinh_te_tai_chinh_7f69d9f1,kinh tế tài chính,Tìm Hiểu về Kinh Tế và Tài Chính,STLE Media Productions,A podcast program that discusses the most basic concepts in economics and finance.  Một chương trình podcast thảo luận về các khái niệm cơ bản nhất trong kinh tế và tài chính.,3 Thay đổi lớn đến với nền kinh tế Mỹ (3 Changes to the US Economy),https://mcdn.podbean.com/mf/web/djnrhd/3_Thay_o_i_lo_n_e_n_vo_i_ne_n_kinh_te_My_3_Changes_to_the_US_Economy_85pcq.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/4b/01/5b/4b015b4e-78b6-d1b4-62f0-e8eaac02f045/mza_593705468538277194.jpg/600x600bb.jpg
kinh_te_tai_chinh_1bfa882d,kinh tế tài chính,Tìm Hiểu về Kinh Tế và Tài Chính,STLE Media Productions,A podcast program that discusses the most basic concepts in economics and finance.  Một chương trình podcast thảo luận về các khái niệm cơ bản nhất trong kinh tế và tài chính.,Khái Niệm Cơ Bản về Trái Phiếu (Basics of Bonds),https://mcdn.podbean.com/mf/web/7j323e/Kha_i_nie_m_co_ba_n_ve_tra_i_phie_u_Basics_of_Bonds_72yu9.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/4b/01/5b/4b015b4e-78b6-d1b4-62f0-e8eaac02f045/mza_593705468538277194.jpg/600x600bb.jpg
kinh_te_tai_chinh_d841e56e,kinh tế tài chính,Tìm Hiểu về Kinh Tế và Tài Chính,STLE Media Productions,A podcast program that discusses the most basic concepts in economics and finance.  Một chương trình podcast thảo luận về các khái niệm cơ bản nhất trong kinh tế và tài chính.,3 Hieu Lam Ve Ty Le That Nghiep (3 Misconceptions About Unemployment Rate),https://mcdn.podbean.com/mf/web/7gzz4h/3_Hieu_Lam_Ve_Ty_Le_That_Nghiep_3_Misconceptions_About_Unemployment_Rate_875j4.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/4b/01/5b/4b015b4e-78b6-d1b4-62f0-e8eaac02f045/mza_593705468538277194.jpg/600x600bb.jpg
kinh_te_tai_chinh_2f0fb0e4,kinh tế tài chính,Tìm Hiểu về Kinh Tế và Tài Chính,STLE Media Productions,A podcast program that discusses the most basic concepts in economics and finance.  Một chương trình podcast thảo luận về các khái niệm cơ bản nhất trong kinh tế và tài chính.,Cơ Bản về Cổ Phiếu (Basics of Stocks),https://mcdn.podbean.com/mf/web/q5za86/Basics_of_Stocksan1n0.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/4b/01/5b/4b015b4e-78b6-d1b4-62f0-e8eaac02f045/mza_593705468538277194.jpg/600x600bb.jpg
kinh_te_tai_chinh_73f97c0d,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp",ALL-IN ĐẶT CƯỢC MỘT LẦN HAY LÀM GIÀU CHẬM?,https://anchor.fm/s/6a069144/podcast/play/68755126/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-17%2F324371288-44100-2-7106a2daa777d.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts115/v4/c9/b4/8b/c9b48b24-cd0a-4682-9888-0c69686a6ecd/mza_4587360825708001018.jpg/600x600bb.jpg
kinh_te_tai_chinh_0ee8b55a,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp"," TOÀN CẢNH VỤ THÂU TÓM CREDIT SUISSE CỦA UBS, ngân hàng số 1 Thuỵ Sỹ- Ngăn chặn “Khoảnh khắc Lehman”",https://anchor.fm/s/6a069144/podcast/play/68752623/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-17%2F324365543-44100-2-69730f873d774.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts115/v4/c9/b4/8b/c9b48b24-cd0a-4682-9888-0c69686a6ecd/mza_4587360825708001018.jpg/600x600bb.jpg
kinh_te_tai_chinh_73ff41a0,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp","3 CÂU CHUYỆN GIAN LẬN BÁO CÁO TÀI CHÍNH KINH ĐIỂN GÂY RA CUỘC SỤP ĐỔ LỚN, và thực tế ở Việt Nam",https://anchor.fm/s/6a069144/podcast/play/68751267/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-17%2F324361228-44100-2-4aec3fdce3e06.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts115/v4/c9/b4/8b/c9b48b24-cd0a-4682-9888-0c69686a6ecd/mza_4587360825708001018.jpg/600x600bb.jpg
kinh_te_tai_chinh_a8a6fd72,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp",LỖ CHỨNG KHOÁN- TIỀN MẤT ĐI ĐÂU- Rơi mạnh hay hạ cánh từ từ?,https://anchor.fm/s/6a069144/podcast/play/68325002/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-10%2F323115240-44100-2-9133317fb7f73.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts115/v4/c9/b4/8b/c9b48b24-cd0a-4682-9888-0c69686a6ecd/mza_4587360825708001018.jpg/600x600bb.jpg
kinh_te_tai_chinh_67a890d6,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp","NIỀM TIN TRÊN THỊ TRƯỜNG TÀI CHÍNH, Tái cấu trúc nền kinh tế (P3)",https://anchor.fm/s/6a069144/podcast/play/68324231/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-10%2F323112992-44100-2-052f5963bc5d6.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts115/v4/c9/b4/8b/c9b48b24-cd0a-4682-9888-0c69686a6ecd/mza_4587360825708001018.jpg/600x600bb.jpg
kinh_te_tai_chinh_102689ec,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp",ALL-IN ĐẶT CƯỢC MỘT LẦN HAY LÀM GIÀU CHẬM?,https://anchor.fm/s/6a069144/podcast/play/68755126/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-17%2F324371288-44100-2-7106a2daa777d.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/d2/56/76/d25676ad-836e-7a79-8a86-82476bd13b47/mza_7141145998414935103.jpg/600x600bb.jpg
kinh_te_tai_chinh_61fe2d5a,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp"," TOÀN CẢNH VỤ THÂU TÓM CREDIT SUISSE CỦA UBS, ngân hàng số 1 Thuỵ Sỹ- Ngăn chặn “Khoảnh khắc Lehman”",https://anchor.fm/s/6a069144/podcast/play/68752623/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-17%2F324365543-44100-2-69730f873d774.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/d2/56/76/d25676ad-836e-7a79-8a86-82476bd13b47/mza_7141145998414935103.jpg/600x600bb.jpg
kinh_te_tai_chinh_bfa99fcd,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp","3 CÂU CHUYỆN GIAN LẬN BÁO CÁO TÀI CHÍNH KINH ĐIỂN GÂY RA CUỘC SỤP ĐỔ LỚN, và thực tế ở Việt Nam",https://anchor.fm/s/6a069144/podcast/play/68751267/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-17%2F324361228-44100-2-4aec3fdce3e06.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/d2/56/76/d25676ad-836e-7a79-8a86-82476bd13b47/mza_7141145998414935103.jpg/600x600bb.jpg
kinh_te_tai_chinh_35c423a2,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp",LỖ CHỨNG KHOÁN- TIỀN MẤT ĐI ĐÂU- Rơi mạnh hay hạ cánh từ từ?,https://anchor.fm/s/6a069144/podcast/play/68325002/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-10%2F323115240-44100-2-9133317fb7f73.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/d2/56/76/d25676ad-836e-7a79-8a86-82476bd13b47/mza_7141145998414935103.jpg/600x600bb.jpg
kinh_te_tai_chinh_ea85df7b,kinh tế tài chính,Tài Chính & Kinh Doanh,Tài Chính & Kinh Doanh,"Kênh chuyên biệt về Tài chính, đầu tư và quản lý tài sản. Hướng tới mục tiêu lành mạnh hoá tài chính và đạt tự do tài chính. Chia sẻ các phương pháp hoạch định (Planning) và quản lý tài chính cá nhân (Personal Finance), cách thức đầu tư (Investment), phương pháp quản lý danh mục đầu tư (Portfolio Management), và các giao dịch tài chính doanh nghiệp (Corporate Finance). Tài sản đầu tư: - Cổ phiếu - Trái phiếu - Vàng - Bất động sản - Mua bán sáp nhập doanh nghiệp","NIỀM TIN TRÊN THỊ TRƯỜNG TÀI CHÍNH, Tái cấu trúc nền kinh tế (P3)",https://anchor.fm/s/6a069144/podcast/play/68324231/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-3-10%2F323112992-44100-2-052f5963bc5d6.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/d2/56/76/d25676ad-836e-7a79-8a86-82476bd13b47/mza_7141145998414935103.jpg/600x600bb.jpg
suc_khoe_a3552ab3,sức khỏe,Phong Thủy & Sức Khỏe - Waves,Phong Thủy & Sức Khỏe và Waves,"Chắc hẳn nhiều người trong chúng ta từng có cảm giác thoải mái hay vui vẻ hơn hẳn trong một ngôi nhà nào đó? Lúc ấy, chúng ta nhận thấy rằng phong thủy nơi ấy tốt. Hoặc là, khi chúng ta cảm giác khó chịu trong một không gian bày trí nào đó thì chúng ta nhận ra là do phong thủy xấu. Vậy ứng dụng phong thủy như thế nào để đạt được đời sống an lành và tăng cường sức khỏe cho bản thân? Kênh podcast Phong Thủy & Sức Khỏe của ông Hoài Nam - nghệ sĩ lồng tiếng lừng danh ở rạp Hòa Bình, Tam Kỳ một thuở sẽ giúp bạn tường tận mọi thông tin về phong thủy và kiến thức về sức khỏe.  --- Kênh podcast Phong Thủy & Sức Khỏe được hợp tác sản xuất bởi kênh YouTube Phong Thủy & Sức Khỏe và Waves. YT Channel: https://www.youtube.com/user/hoainam59   Waves là nền tảng âm thanh trực tuyến, chuyên cung cấp audiobook và podcast bằng ngôn ngữ tiếng Việt dành riêng cho người Việt. Nếu bạn là một YouTuber và mong muốn xây dựng kênh podcast mang dấu ấn cá nhân của mình thì đừng ngần ngại liên hệ với hello@waves8.com để có những hỗ trợ độc quyền từ Waves.  Website: https://waves8.com  Facebook: https://www.facebook.com/WavesVietnam","5 loại cây trồng trong nhà giúp lọc không khí, giảm căng thẳng | Phong Thủy & Sức Khỏe",https://pinecast.com/listen/87b91f63-35bd-4386-82f4-d8f3454223cd.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/0b/ad/81/0bad81d3-b013-85ed-ac02-0bf9def43b13/mza_16199384499700708962.jpg/600x600bb.jpg
suc_khoe_2a9360a2,sức khỏe,Phong Thủy & Sức Khỏe - Waves,Phong Thủy & Sức Khỏe và Waves,"Chắc hẳn nhiều người trong chúng ta từng có cảm giác thoải mái hay vui vẻ hơn hẳn trong một ngôi nhà nào đó? Lúc ấy, chúng ta nhận thấy rằng phong thủy nơi ấy tốt. Hoặc là, khi chúng ta cảm giác khó chịu trong một không gian bày trí nào đó thì chúng ta nhận ra là do phong thủy xấu. Vậy ứng dụng phong thủy như thế nào để đạt được đời sống an lành và tăng cường sức khỏe cho bản thân? Kênh podcast Phong Thủy & Sức Khỏe của ông Hoài Nam - nghệ sĩ lồng tiếng lừng danh ở rạp Hòa Bình, Tam Kỳ một thuở sẽ giúp bạn tường tận mọi thông tin về phong thủy và kiến thức về sức khỏe.  --- Kênh podcast Phong Thủy & Sức Khỏe được hợp tác sản xuất bởi kênh YouTube Phong Thủy & Sức Khỏe và Waves. YT Channel: https://www.youtube.com/user/hoainam59   Waves là nền tảng âm thanh trực tuyến, chuyên cung cấp audiobook và podcast bằng ngôn ngữ tiếng Việt dành riêng cho người Việt. Nếu bạn là một YouTuber và mong muốn xây dựng kênh podcast mang dấu ấn cá nhân của mình thì đừng ngần ngại liên hệ với hello@waves8.com để có những hỗ trợ độc quyền từ Waves.  Website: https://waves8.com  Facebook: https://www.facebook.com/WavesVietnam",Cách hóa giải những đại kỵ trong phong thủy nhà ở | Phong Thủy & Sức Khỏe,https://pinecast.com/listen/901a0884-8a21-4ed6-aff2-d07dfd366d5e.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/0b/ad/81/0bad81d3-b013-85ed-ac02-0bf9def43b13/mza_16199384499700708962.jpg/600x600bb.jpg
suc_khoe_3dbcc307,sức khỏe,Phong Thủy & Sức Khỏe - Waves,Phong Thủy & Sức Khỏe và Waves,"Chắc hẳn nhiều người trong chúng ta từng có cảm giác thoải mái hay vui vẻ hơn hẳn trong một ngôi nhà nào đó? Lúc ấy, chúng ta nhận thấy rằng phong thủy nơi ấy tốt. Hoặc là, khi chúng ta cảm giác khó chịu trong một không gian bày trí nào đó thì chúng ta nhận ra là do phong thủy xấu. Vậy ứng dụng phong thủy như thế nào để đạt được đời sống an lành và tăng cường sức khỏe cho bản thân? Kênh podcast Phong Thủy & Sức Khỏe của ông Hoài Nam - nghệ sĩ lồng tiếng lừng danh ở rạp Hòa Bình, Tam Kỳ một thuở sẽ giúp bạn tường tận mọi thông tin về phong thủy và kiến thức về sức khỏe.  --- Kênh podcast Phong Thủy & Sức Khỏe được hợp tác sản xuất bởi kênh YouTube Phong Thủy & Sức Khỏe và Waves. YT Channel: https://www.youtube.com/user/hoainam59   Waves là nền tảng âm thanh trực tuyến, chuyên cung cấp audiobook và podcast bằng ngôn ngữ tiếng Việt dành riêng cho người Việt. Nếu bạn là một YouTuber và mong muốn xây dựng kênh podcast mang dấu ấn cá nhân của mình thì đừng ngần ngại liên hệ với hello@waves8.com để có những hỗ trợ độc quyền từ Waves.  Website: https://waves8.com  Facebook: https://www.facebook.com/WavesVietnam",Ý nghĩa của trầm hương trong cuộc sống tâm linh và phong thủy | Phong Thủy & Sức Khỏe,https://pinecast.com/listen/16dd0d12-b2b4-44c5-9a60-dbc890aca96f.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/0b/ad/81/0bad81d3-b013-85ed-ac02-0bf9def43b13/mza_16199384499700708962.jpg/600x600bb.jpg
suc_khoe_70a7eea3,sức khỏe,Phong Thủy & Sức Khỏe - Waves,Phong Thủy & Sức Khỏe và Waves,"Chắc hẳn nhiều người trong chúng ta từng có cảm giác thoải mái hay vui vẻ hơn hẳn trong một ngôi nhà nào đó? Lúc ấy, chúng ta nhận thấy rằng phong thủy nơi ấy tốt. Hoặc là, khi chúng ta cảm giác khó chịu trong một không gian bày trí nào đó thì chúng ta nhận ra là do phong thủy xấu. Vậy ứng dụng phong thủy như thế nào để đạt được đời sống an lành và tăng cường sức khỏe cho bản thân? Kênh podcast Phong Thủy & Sức Khỏe của ông Hoài Nam - nghệ sĩ lồng tiếng lừng danh ở rạp Hòa Bình, Tam Kỳ một thuở sẽ giúp bạn tường tận mọi thông tin về phong thủy và kiến thức về sức khỏe.  --- Kênh podcast Phong Thủy & Sức Khỏe được hợp tác sản xuất bởi kênh YouTube Phong Thủy & Sức Khỏe và Waves. YT Channel: https://www.youtube.com/user/hoainam59   Waves là nền tảng âm thanh trực tuyến, chuyên cung cấp audiobook và podcast bằng ngôn ngữ tiếng Việt dành riêng cho người Việt. Nếu bạn là một YouTuber và mong muốn xây dựng kênh podcast mang dấu ấn cá nhân của mình thì đừng ngần ngại liên hệ với hello@waves8.com để có những hỗ trợ độc quyền từ Waves.  Website: https://waves8.com  Facebook: https://www.facebook.com/WavesVietnam",Những điều kiêng kị chụp ảnh bà bầu lưu truyền trong dân gian | Phong Thủy & Sức Khỏe,https://pinecast.com/listen/75cedeb2-6f2e-4453-9439-c63da974c802.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/0b/ad/81/0bad81d3-b013-85ed-ac02-0bf9def43b13/mza_16199384499700708962.jpg/600x600bb.jpg
suc_khoe_165754d5,sức khỏe,Phong Thủy & Sức Khỏe - Waves,Phong Thủy & Sức Khỏe và Waves,"Chắc hẳn nhiều người trong chúng ta từng có cảm giác thoải mái hay vui vẻ hơn hẳn trong một ngôi nhà nào đó? Lúc ấy, chúng ta nhận thấy rằng phong thủy nơi ấy tốt. Hoặc là, khi chúng ta cảm giác khó chịu trong một không gian bày trí nào đó thì chúng ta nhận ra là do phong thủy xấu. Vậy ứng dụng phong thủy như thế nào để đạt được đời sống an lành và tăng cường sức khỏe cho bản thân? Kênh podcast Phong Thủy & Sức Khỏe của ông Hoài Nam - nghệ sĩ lồng tiếng lừng danh ở rạp Hòa Bình, Tam Kỳ một thuở sẽ giúp bạn tường tận mọi thông tin về phong thủy và kiến thức về sức khỏe.  --- Kênh podcast Phong Thủy & Sức Khỏe được hợp tác sản xuất bởi kênh YouTube Phong Thủy & Sức Khỏe và Waves. YT Channel: https://www.youtube.com/user/hoainam59   Waves là nền tảng âm thanh trực tuyến, chuyên cung cấp audiobook và podcast bằng ngôn ngữ tiếng Việt dành riêng cho người Việt. Nếu bạn là một YouTuber và mong muốn xây dựng kênh podcast mang dấu ấn cá nhân của mình thì đừng ngần ngại liên hệ với hello@waves8.com để có những hỗ trợ độc quyền từ Waves.  Website: https://waves8.com  Facebook: https://www.facebook.com/WavesVietnam",Mẹo phong thủy hóa giải mâu thuẫn mẹ chồng nàng dâu | Phong Thủy & Sức Khỏe,https://pinecast.com/listen/b648a09f-dac6-4db9-a30e-28a37d31ccc9.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/0b/ad/81/0bad81d3-b013-85ed-ac02-0bf9def43b13/mza_16199384499700708962.jpg/600x600bb.jpg
suc_khoe_d8c82198,sức khỏe,Sức khỏe của bạn,Báo Tuổi Trẻ,"Bí quyết về chăm lo cho sức khỏe, làm đẹp, phòng tránh bệnh tật...",Bác sĩ khuyến cáo về món bánh trứng kiến gây sốt mạng xã hội,https://cdn2.tuoitre.vn/471584752817336320/2026/4/6/64banhtrungkienmixdown-1775465501486818689996.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts122/v4/ef/a4/98/efa49801-eb8c-7771-0459-a5b25acd5524/mza_9273676122678983521.png/600x600bb.jpg
suc_khoe_86cdd014,sức khỏe,Sức khỏe của bạn,Báo Tuổi Trẻ,"Bí quyết về chăm lo cho sức khỏe, làm đẹp, phòng tránh bệnh tật...","Tiêm filler vùng hông để eo trông nhỏ hơn, người phụ nữ phải phẫu thuật 5 lần để xử lý biến chứng",https://cdn2.tuoitre.vn/471584752817336320/2026/4/8/1-chi-100-triue-lam-hong-new-123mixdown-17756519245471716626331.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts122/v4/ef/a4/98/efa49801-eb8c-7771-0459-a5b25acd5524/mza_9273676122678983521.png/600x600bb.jpg
suc_khoe_70ff7eff,sức khỏe,Sức khỏe của bạn,Báo Tuổi Trẻ,"Bí quyết về chăm lo cho sức khỏe, làm đẹp, phòng tránh bệnh tật...",Nguyên nhân khiến đột quỵ ở người trẻ tuổi gia tăng báo động trên toàn cầu,https://cdn2.tuoitre.vn/471584752817336320/2026/4/5/nguoi-tre-bi-dot-quy-new111mixdown-1775362232430820128861.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts122/v4/ef/a4/98/efa49801-eb8c-7771-0459-a5b25acd5524/mza_9273676122678983521.png/600x600bb.jpg
suc_khoe_99db9828,sức khỏe,Sức khỏe của bạn,Báo Tuổi Trẻ,"Bí quyết về chăm lo cho sức khỏe, làm đẹp, phòng tránh bệnh tật...",Vụ heo bệnh vào trường học và khuyến cáo từ bác sĩ về nguy cơ sức khỏe,https://cdn2.tuoitre.vn/471584752817336320/2026/4/1/300-tan-thit-heo-new-123mixdown-1775029292231372315150.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts122/v4/ef/a4/98/efa49801-eb8c-7771-0459-a5b25acd5524/mza_9273676122678983521.png/600x600bb.jpg
